Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Image,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.badge [single_line_text_field],Metafield: custom.product_story [multi_line_text_field],Metafield: custom.product_3d_model [single_line_text_field],Metafield: custom.color_data [json],Metafield: custom.catalogue_index [number_integer]
nova-terrain-hoodie,NOVA Terrain Hoodie,"<p>A 420 GSM brushed fleece hoodie. Dropped shoulder set four centimetres past the natural line, weighted ribbed hem and cuffs, kangaroo pocket, and a two-panel hood that holds its shape.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Hoodie,"street, unisex",TRUE,Color,Charcoal,Size,XS,NOVA-003-CHA-XS,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,1,NOVA Terrain Hoodie — Charcoal,active,,Milled in Tiruppur. The shoulder is drafted four centimetres past the natural line so the silhouette falls rather than clings.,hoodie,"[{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-hoodie-charcoal""},{""name"":""Black"",""swatch"":""#131316"",""art"":""nova-hoodie-black""},{""name"":""Bone"",""swatch"":""#E3DED4"",""art"":""nova-hoodie-bone""}]",3
nova-terrain-hoodie,,,,,,,Color,Charcoal,Size,S,NOVA-003-CHA-S,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,2,NOVA Terrain Hoodie — Black,,,,,,
nova-terrain-hoodie,,,,,,,Color,Charcoal,Size,M,NOVA-003-CHA-M,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,3,NOVA Terrain Hoodie — Bone,,,,,,
nova-terrain-hoodie,,,,,,,Color,Charcoal,Size,L,NOVA-003-CHA-L,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Charcoal,Size,XL,NOVA-003-CHA-XL,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Charcoal,Size,XXL,NOVA-003-CHA-XXL,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,XS,NOVA-003-BLA-XS,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,S,NOVA-003-BLA-S,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,M,NOVA-003-BLA-M,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,L,NOVA-003-BLA-L,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,XL,NOVA-003-BLA-XL,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Black,Size,XXL,NOVA-003-BLA-XXL,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,XS,NOVA-003-BON-XS,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,S,NOVA-003-BON-S,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,M,NOVA-003-BON-M,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,L,NOVA-003-BON-L,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,XL,NOVA-003-BON-XL,shopify,60,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-terrain-hoodie,,,,,,,Color,Bone,Size,XXL,NOVA-003-BON-XXL,shopify,0,deny,manual,3699.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-vector-hoodie,NOVA Vector Hoodie,"<p>A 420 GSM brushed fleece hoodie. Dropped shoulder set four centimetres past the natural line, weighted ribbed hem and cuffs, kangaroo pocket, and a two-panel hood that holds its shape.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Hoodie,"street, unisex",TRUE,Color,Grey,Size,XS,NOVA-004-GRE-XS,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,1,NOVA Vector Hoodie — Grey,active,,Milled in Tiruppur. The shoulder is drafted four centimetres past the natural line so the silhouette falls rather than clings.,hoodie,"[{""name"":""Grey"",""swatch"":""#8A8C92"",""art"":""nova-hoodie-grey""},{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-hoodie-charcoal""},{""name"":""Black"",""swatch"":""#131316"",""art"":""nova-hoodie-black""}]",4
nova-vector-hoodie,,,,,,,Color,Grey,Size,S,NOVA-004-GRE-S,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,2,NOVA Vector Hoodie — Charcoal,,,,,,
nova-vector-hoodie,,,,,,,Color,Grey,Size,M,NOVA-004-GRE-M,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,3,NOVA Vector Hoodie — Black,,,,,,
nova-vector-hoodie,,,,,,,Color,Grey,Size,L,NOVA-004-GRE-L,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Grey,Size,XL,NOVA-004-GRE-XL,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Grey,Size,XXL,NOVA-004-GRE-XXL,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,XS,NOVA-004-CHA-XS,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,S,NOVA-004-CHA-S,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,M,NOVA-004-CHA-M,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,L,NOVA-004-CHA-L,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,XL,NOVA-004-CHA-XL,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Charcoal,Size,XXL,NOVA-004-CHA-XXL,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-charcoal.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,XS,NOVA-004-BLA-XS,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,S,NOVA-004-BLA-S,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,M,NOVA-004-BLA-M,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,L,NOVA-004-BLA-L,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,XL,NOVA-004-BLA-XL,shopify,60,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-vector-hoodie,,,,,,,Color,Black,Size,XXL,NOVA-004-BLA-XXL,shopify,0,deny,manual,4099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-halo-hoodie,NOVA Halo Hoodie,"<p>A 420 GSM brushed fleece hoodie. Dropped shoulder set four centimetres past the natural line, weighted ribbed hem and cuffs, kangaroo pocket, and a two-panel hood that holds its shape.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Hoodie,"street, unisex",TRUE,Color,Black,Size,XS,NOVA-005-BLA-XS,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,1,NOVA Halo Hoodie — Black,active,,Milled in Tiruppur. The shoulder is drafted four centimetres past the natural line so the silhouette falls rather than clings.,hoodie,"[{""name"":""Black"",""swatch"":""#131316"",""art"":""nova-hoodie-black""},{""name"":""Bone"",""swatch"":""#E3DED4"",""art"":""nova-hoodie-bone""},{""name"":""Grey"",""swatch"":""#8A8C92"",""art"":""nova-hoodie-grey""}]",5
nova-halo-hoodie,,,,,,,Color,Black,Size,S,NOVA-005-BLA-S,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,2,NOVA Halo Hoodie — Bone,,,,,,
nova-halo-hoodie,,,,,,,Color,Black,Size,M,NOVA-005-BLA-M,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,3,NOVA Halo Hoodie — Grey,,,,,,
nova-halo-hoodie,,,,,,,Color,Black,Size,L,NOVA-005-BLA-L,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Black,Size,XL,NOVA-005-BLA-XL,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Black,Size,XXL,NOVA-005-BLA-XXL,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-black.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,XS,NOVA-005-BON-XS,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,S,NOVA-005-BON-S,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,M,NOVA-005-BON-M,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,L,NOVA-005-BON-L,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,XL,NOVA-005-BON-XL,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Bone,Size,XXL,NOVA-005-BON-XXL,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-bone.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,XS,NOVA-005-GRE-XS,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,S,NOVA-005-GRE-S,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,M,NOVA-005-GRE-M,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,L,NOVA-005-GRE-L,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,XL,NOVA-005-GRE-XL,shopify,60,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
nova-halo-hoodie,,,,,,,Color,Grey,Size,XXL,NOVA-005-GRE-XXL,shopify,0,deny,manual,3299.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-hoodie-grey.png,,,,,,,,,
